ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
3992,MEM OSB-1 SOLAR POWER PROJECT,MEM TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Turkey,"5,822",Middle East,,2021-03-17,2028-03-16
3966,Karaman Landfill Gas to Electricity Project,FMH Enerji Ticaret Limited Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration and verification approval requested,Turkey,"80,864",Europe,,2022-01-01,2028-12-31
3800,Grouped Captive Solar Project by EKI Energy Services Limited,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,India,305,Asia,,2020-12-01,2027-11-30
3706,DNZ Landfill Gas Power Plant,Bio Kütle Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0001,Under validation,Turkey,"126,116",Europe,,2020-10-10,2027-10-09
3707,TVS Landfill Gas Power Plant,Bio Kütle Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.G.,Under validation,Turkey,"31,385",Europe,,2020-10-26,2027-10-25
3508,CLS Nizip Landfill Gas to Electricity Project,CLS Enerji Üretim Sanayi ve Ticaret Limited Şirketi.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registration requested,Turkey,"22,296",Asia,,2021-06-03,2028-06-02
3509,Mevlüt Coşkun Landfill Gas to Electricity Project,Dumanoğu Enerji Yatırım Anonim Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registration requested,Turkey,"12,944",Asia,,2020-10-26,2027-10-25
3173,Duzce Landfill Gas (LFG) Capture and Utilization Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001; ACM0022,Registration and verification approval requested,Turkey,"44,746",Middle East,,2021-01-01,2027-12-31
3111,"Pingmei Huanglong New Energy Co., Ltd. Shoushan Coal Mine Gas Power Generation Project","Pingmei Huanglong New Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0008,Under development,China,"433,793",Asia,,2020-10-01,2030-09-30
2865,Henan Shunhe CMM Power Generation Project,Yongcheng Hongqiao Environmental Protection Energy Co. Ltd.,Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under development,China,"79,635",Asia,,2021-09-15,2031-09-14
2546,Enking International Grouped project – Solar Water Heating systems,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.J,Under development,India,101,Asia,,2019-12-21,2029-12-20
2517,EV Charging Infrastructure Project by EnKing International,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Under development,India,"20,174",Asia,,2019-08-01,2026-07-31
2495,Upstream Emission Reductions Through Beneficial Use of Waste Flare Gas Energy at Garnes & Gliko Project,"Crusoe Energy Systems, Inc.",Energy industries (renewable/non-renewable sources); Manufacturing industries,,AMS-III.Q,Under validation,United States,"8,333",North America,,,
2486,Hydrogen based steam generation at New Johnsonville,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-III.B.,Under development,United States,"20,108",North America,,,
2470,"Development of Programmatic CDM Project for SWH installation under MNRE, UNDP/GEF Global Solar Water Heating Market Transformation and Strengthening Initiatives: India Country Programme – CPA 0001",G K Energy Marketers Pvt. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.J; AMS-I.L.,Under development,India,"8,832",Asia,,,
2445,Bundled Solar Water Heater Project,G K Energy Marketers Pvt. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,"22,746",Asia,,,
2304,Energy Efficient Cooking Solution for low emission development in Nepal - 3,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-II.G.,Under validation,Nepal,"33,715",Asia,,2018-12-01,2028-11-30
2300,Energy Efficient Cooking Solution for low emission development in Nepal-1,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-II.G.,Under validation,Nepal,"33,685",Asia,,2018-09-10,2028-09-09
1025,"KVSSSKL Co-generation Power Plant at Satara District, Maharashtra",M/s. Kisan Veer Satara Sahakari Sakhar Karkhana,Energy industries (renewable/non-renewable sources),,ACM0006,Under validation,India,"13,472",Asia,,,
1048,NATIONAL CARBON TRADING PROJECT FOR WEATHERIZATION OF LOW-INCOME DWELLINGS,NASCSP,Energy industries (renewable/non-renewable sources),,VM0008,Under development,United States,"5,000",North America,,,
1059,Cobanli 19.03 MW Hydroelectric Power Plant,Hidro-D Hidroelektrik Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Turkey,"27,253",Middle East,,,
1095,"Heishan LN1 Household Biogas Project in Jinzhou, Liaoning Province",Beijing Rural Well-off Economy &Technology,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-I.C.; AMS-III.D.; AMS-III.R.,Under validation,China,"36,298",Asia,,,
1101,BALKODU 1 HYDRO POWER PLANT,BTA Enerji Elektrik Üretim İnşaat,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,Turkey,"20,642",Middle East,,,
1106,Sogukpinar Regulator and Hydroelectric Power Plant Project,Arsan Sogukpynar Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"14,668",Middle East,,,
1107,Koprubasi 14.66 MW HEPP,Koprubapy Enerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"24,081",Middle East,,,
1108,23.80 MW KIY Regulator and Hydroelectric Power Plant Project,Kyy Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"37,737",Middle East,,,
1151,Wind based power project in Maharashtra by Siddhayu Ayurvedic Research Foundation Pvt. Ltd,Siddhayu Ayurvedic Research Foundation (P) Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"21,807",Asia,,,
1158,Ethanol & Sugar Project Suriname,Staatsolie Maatschappij Suriname N.V.,Energy industries (renewable/non-renewable sources),,ACM0006,Under development,Suriname,"150,238",Latin America,,2016-10-15,2026-10-14
1164,Wind Power Project by NACL in Tamil Nadu,Nagarjuna Agrichem Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"11,733",Asia,,,
1169,EPM Grouped Natural Gas Project,Empresas Publicas de Medellin S.A,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0009,Under validation,Colombia,"6,930",Latin America,,2022-03-01,2032-02-29
1171,Biomass based steam generation project by Indapur Dairy and Milk Products Limited,Indapur Dairy and Milk Products Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"35,308",Asia,,,
1172,"160 MW Gas Based Combined Cycle Power Project-III BY RVUNL at Ramgarh District Jaisalmer, Rajasthan",Rajasthan Rajya Vidyut Utpadan Nigam Limited,Energy industries (renewable/non-renewable sources),,AM0029,Under development,India,"355,560",Asia,,,
1243,Xifeng and Xiuwen Rural Biogas Methane Project in Guizhou Province,Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"52,270",Asia,,,
1244,Qingzhen Rural Biogas Methane Project in Guizhou Province,Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"49,217",Asia,,,
1245,Wudang and Huaxi Rural Biogas Methane Project in Guizhou Province,Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"23,887",Asia,,,
1255,5.35 MW Wind Power Project by GeeCee Ventures Ltd,GeeCee Ventures Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"8,274",Asia,,,
1290,Biomass Based Power Project by Bahl Paper Mills Ltd at Kashipur,Kanaka Management Services Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,"71,187",Asia,,,
1295,Biomass Based Steam Generation Plant,CHANAKYA DAIRY PRODUCTS LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"27,422",Asia,,2022-04-10,2032-04-09
1298,Biomass Based Steam Generation Project by Industrial Progressive India Limited,Industrial Progressive India Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"33,700",Asia,,2022-07-17,2032-07-16
1305,CIty and County of Honolulu Solid Waste to Energy Facility - 3RD Boiler Expansion,"City of Honolulu, Department of Environmental Serv",Energy industries (renewable/non-renewable sources),,ACM0022; Methodology Under Development,Under validation,United States,"25,620",North America,,,
1307,Biomass Based Steam Generation Plant Farmgate Agro Milch,FARMGATE AGRO MILCH PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"38,960",Asia,,,
1223,"Yanhe, Dejiang, and Yinjiang Rural Methane Digesters Project in Guizhou Province, China",Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"53,247",Asia,,,
1224,"Sinan and Shiqian Rural Methane Digesters Project in Guizhou Province, China",Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"51,537",Asia,,,
1234,"Songtao, Tongren, Wanshan and Yuping Rural Methane Digesters Project in Guizhou Province, China",Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"48,210",Asia,,,
1235,Hydroelectric Project Cantayus,Generadora Cantayus S.A.S. E.S.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Colombia,"8,003",Latin America,,,
1320,Sichuan Baoxing Dongfeng Hydropower Project,"Sichuan Ya an Qingyuan Hydro energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Under development,China,"113,406",Asia,,,
1323,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-2,Cera Sanitaryware Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"5,841",Asia,,,
1335,Bundled Biomass Project in India,Kanaka Management Services Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,"93,158",Asia,,2022-06-25,2032-06-24
1341,8.40MW Bundled Wind Power Project in Rajasthan by Friends Salt Works & Allied Ind. & Gautam Freight Pvt. Ltd.,Friends Salt Works & Allied Ind. & Gautam Freight,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"14,492",Asia,,,
1401,"Solar Power Project in Gujarat, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"15,772",Asia,,2022-05-26,2032-05-25
1410,"Solar PV power project at Patan,India",Alex Astral Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registration and verification approval requested,India,"39,532",Asia,,,
1411,"Solar PV power project at Bikaner,India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"8,310",Asia,,2022-02-21,2032-02-20
1412,Alakopru Hydro Power Plant,ENERSE Enerji Elektrik Ure. Ins. Mad. San. ve Tic.,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Turkey,"51,102",Middle East,,2017-12-31,2027-12-30
